dataset,method_key,method,retention,retention_kind,image_id,question_id,question,prediction,ground_truth,correct,generated_tokens,selector_ms,ssd_read_ms,scatter_ms,prepare_ms,prefill_ms,ttft_ms,decode_ms,e2e_latency_ms,ssd_read_bytes,ssd_read_chunks,ssd_preads,chunk_io_ms,hook_ms,n_chunks_selected,n_chunks_total,touched_chunk_fraction,logical_kv_ratio,logical_kv_ratio_per_layer,fallback_rate,normal_chunk_count_total,normal_kv_read_bytes,separator_read_bytes,normal_kv_preads,separator_preads,total_actual_pread_bytes,static_score_calls,query_score_calls,diversity_calls,selection_mode,selected_chunk_ids_per_layer,separator_policy,reordered_prefix_store_validated,n_raters
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n522733,202248991,What color is the SUV that is not little?,Black,"[""black""]",1.0,2,15.789098804816604,171.70018306933343,54.39700314309448,279.1002349695191,54.79308404028416,333.9544360060245,18.843695987015963,352.79813199304044,313065472,576,241,202.59225100744516,0.0,9.0,37,0.24324324324324326,0.246607905982906,"[0.2465811965811966, 0.2341880341880342, 0.24615384615384617, 0.23931623931623933, 0.25, 0.24700854700854702, 0.24615384615384617, 0.2341880341880342, 0.24615384615384617, 0.24615384615384617, 0.2341880341880342, 0.2376068376068376, 0.25555555555555554, 0.252991452991453, 0.25854700854700857, 0.25854700854700857, 0.2564102564102564, 0.25769230769230766, 0.24572649572649571, 0.25854700854700857, 0.2568376068376068, 0.25726495726495724, 0.2452991452991453, 0.24444444444444444, 0.24444444444444444, 0.24102564102564103, 0.2423076923076923, 0.24145299145299146, 0.24145299145299146, 0.24145299145299146, 0.24273504273504273, 0.24102564102564103]",0.0,288,294191104,18874368,240,1,313065472,32,0,32,static_diverse,"[[0, 3, 4, 5, 6, 7, 8, 10, 19], [0, 1, 2, 3, 4, 5, 7, 12, 36], [0, 1, 2, 3, 4, 5, 6, 31, 36], [0, 1, 2, 3, 4, 5, 6, 28, 36], [0, 1, 2, 3, 4, 5, 8, 32, 35], [0, 1, 2, 3, 4, 6, 9, 30, 32], [0, 1, 2, 3, 4, 5, 6, 29, 33], [0, 1, 2, 3, 4, 5, 7, 32, 36], [0, 1, 2, 3, 4, 5, 6, 31, 35], [0, 1, 2, 3, 4, 5, 6, 28, 35], [0, 1, 2, 3, 4, 5, 6, 33, 36], [0, 1, 2, 3, 4, 5, 8, 27, 36], [0, 1, 2, 3, 4, 5, 6, 27, 33], [0, 1, 2, 3, 4, 7, 8, 30, 35], [0, 1, 2, 3, 4, 7, 9, 26, 30], [0, 1, 2, 3, 4, 6, 7, 21, 34], [0, 1, 2, 3, 4, 7, 8, 18, 30], [0, 1, 2, 3, 4, 5, 6, 27, 33], [0, 1, 2, 3, 4, 5, 6, 31, 36], [0, 1, 2, 3, 4, 5, 6, 30, 35], [0, 1, 2, 3, 4, 5, 8, 19, 35], [0, 1, 2, 3, 5, 6, 9, 28, 35], [0, 1, 2, 3, 4, 5, 9, 29, 36], [0, 1, 2, 3, 4, 5, 7, 30, 36], [0, 1, 2, 3, 4, 5, 6, 18, 36], [0, 1, 2, 3, 6, 7, 8, 27, 36], [0, 1, 2, 3, 4, 6, 7, 32, 36], [0, 1, 2, 3, 5, 6, 7, 35, 36], [0, 1, 2, 3, 4, 5, 7, 35, 36], [0, 1, 2, 3, 4, 5, 7, 34, 36], [0, 1, 2, 3, 6, 7, 9, 34, 36], [0, 1, 2, 3, 5, 6, 13, 34, 36]]",sidecar,,0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n522733,202248991,What color is the SUV that is not little?,Black,"[""black""]",1.0,2,20.111854886636138,291.12506250385195,87.46443106792867,469.93804001249373,36.16243600845337,506.148210959509,21.616567973978817,527.7647789334878,613679104,1152,339,355.3015657234937,0.0,18.0,37,0.4864864864864865,0.48772702991452993,"[0.48034188034188036, 0.48034188034188036, 0.48846153846153845, 0.48034188034188036, 0.49230769230769234, 0.48034188034188036, 0.49230769230769234, 0.48034188034188036, 0.49230769230769234, 0.48034188034188036, 0.48034188034188036, 0.48034188034188036, 0.4931623931623932, 0.49230769230769234, 0.49615384615384617, 0.4987179487179487, 0.49572649572649574, 0.4952991452991453, 0.48504273504273504, 0.5017094017094017, 0.4987179487179487, 0.4965811965811966, 0.4876068376068376, 0.48547008547008547, 0.48547008547008547, 0.48376068376068376, 0.48333333333333334, 0.4824786324786325, 0.48376068376068376, 0.4863247863247863, 0.48376068376068376, 0.48376068376068376]",0.0,576,594804736,18874368,338,1,613679104,32,0,32,static_diverse,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 22, 28, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 26, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 26, 28, 32, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 18, 29, 32, 35], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 21, 29, 32, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 29, 31, 33, 35], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 15, 30, 32, 34, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 17, 29, 31, 34, 35], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 31, 32, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 33, 34, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 19, 27, 33, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 20, 26, 30, 33], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 27, 33, 34, 35], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 15, 18, 22, 24, 30, 33], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 20, 27, 33, 34], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 21, 30, 33, 34], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 23, 33, 34], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 30, 33, 34, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 21, 23, 31, 33, 35], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 19, 30, 34, 35], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 29, 30, 32, 35], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 16, 19, 29, 30, 32, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 14, 22, 29, 32, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 27, 30, 33, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 18, 19, 28, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 21, 32, 34, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 32, 34, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 15, 16, 18, 30, 34, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 18, 20, 24, 32, 34, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 14, 15, 16, 33, 34, 35, 36], [0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 13, 14, 17, 27, 32, 33, 34, 36]]",sidecar,,0
gqa,fullload,FullLoad,1.0,full,n522733,202248985,Is the SUV that is made of glass black and small?,Yes,"[""no""]",0.0,2,,380.22094452753663,,,628.3047869801521,633.3493139827624,19.676330965012312,653.0256449477747,1226833920,2368,64,,578.0522796558216,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,,,,,null,,,0
gqa,recompute,ReComp,,none,n522733,202248985,Is the SUV that is made of glass black and small?,Yes,"[""no""]",0.0,2,,0.0,,,531.6801519365981,531.680351938121,19.33607703540474,551.0164289735258,0,0,0,,,,,,,null,,,0,0,0,0,0,,,,,null,,,
gqa,sparsevlm,SparseVLM,0.25,token,n522733,202248985,Is the SUV that is made of glass black and small?,Yes,"[""no""]",0.0,2,,377.0667084027082,,,710.9977289801463,717.8803030401468,21.15518692880869,739.0354899689555,953253888,2896,144,,645.2993731945753,,,0.722972972972973,0.24615384615384617,null,0.125,,895746048,0,112,0,953253888,,,,,null,,,13
gqa,reorder_prefix_chunk@25,Reorder+Prefix,0.25,chunk,n522733,202248985,Is the SUV that is made of glass black and small?,Yes,"[""no""]",0.0,2,0.21186401136219501,127.32265051454306,53.86499152518809,215.3457929380238,56.588917039334774,271.9983559800312,18.928042030893266,290.92639801092446,320864256,576,65,155.5340508930385,0.0,9.0,37,0.24324324324324326,0.2516426282051282,"[0.24615384615384617, 0.24615384615384617, 0.25726495726495724, 0.24914529914529915, 0.24786324786324787, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.25256410256410255, 0.24871794871794872, 0.25726495726495724, 0.258974358974359, 0.25598290598290596, 0.2547008547008547, 0.25555555555555554, 0.25726495726495724, 0.2568376068376068, 0.2551282051282051, 0.2564102564102564, 0.2551282051282051, 0.25598290598290596, 0.2512820512820513, 0.252991452991453, 0.2512820512820513, 0.252991452991453, 0.25213675213675213, 0.2517094017094017, 0.25]",0.0,288,301989888,18874368,64,1,320864256,0,0,0,prefix,"[[0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8]]",sidecar,True,0
gqa,reorder_prefix_chunk@50,Reorder+Prefix,0.5,chunk,n522733,202248985,Is the SUV that is made of glass black and small?,Yes,"[""no""]",0.0,2,0.3274030750617385,212.08759304136038,86.43895818386227,358.992364956066,54.022084921598434,413.08277496136725,18.901746021583676,431.9845209829509,622854144,1152,65,265.5855375342071,0.0,18.0,37,0.4864864864864865,0.49333600427350427,"[0.49230769230769234, 0.49230769230769234, 0.49743589743589745, 0.49230769230769234, 0.49230769230769234, 0.49230769230769234, 0.49230769230769234, 0.49230769230769234, 0.49230769230769234, 0.49230769230769234, 0.49230769230769234, 0.49230769230769234, 0.49230769230769234, 0.49230769230769234, 0.49230769230769234, 0.4948717948717949, 0.49273504273504276, 0.4931623931623932, 0.49401709401709404, 0.49615384615384617, 0.4965811965811966, 0.4935897435897436, 0.49615384615384617, 0.4948717948717949, 0.49401709401709404, 0.49273504273504276, 0.49273504273504276, 0.4931623931623932, 0.4931623931623932, 0.4931623931623932, 0.4935897435897436, 0.49230769230769234]",0.0,576,603979776,18874368,64,1,622854144,0,0,0,prefix,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]]",sidecar,True,0
gqa,visionzip_static_chunk@25,visionzip_static_chunk@25,0.25,chunk,n522733,202248985,Is the SUV that is made of glass black and small?,No,"[""no""]",1.0,2,3.9403924020007253,156.73884167335927,54.24532981123775,250.99153199698776,36.41364094801247,287.4464449705556,19.624969107098877,307.0714140776545,320864256,576,141,186.70604878570884,0.0,9.0,37,0.24324324324324326,0.25217681623931626,"[0.26153846153846155, 0.24615384615384617, 0.2564102564102564, 0.25, 0.24786324786324787, 0.24700854700854702, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.2517094017094017, 0.2482905982905983, 0.2551282051282051, 0.258974358974359, 0.25598290598290596, 0.25598290598290596, 0.25598290598290596, 0.25769230769230766, 0.2568376068376068, 0.2564102564102564, 0.2551282051282051, 0.2551282051282051, 0.25555555555555554, 0.2517094017094017, 0.2512820512820513, 0.2512820512820513, 0.25256410256410255, 0.252991452991453, 0.25213675213675213, 0.252991452991453]",0.0,288,301989888,18874368,140,1,320864256,32,0,0,static,"[[3, 4, 5, 6, 7, 8, 10, 11, 13], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 9], [0, 1, 2, 3, 4, 5, 6, 8, 10], [0, 1, 2, 3, 4, 5, 7, 8, 9], [0, 1, 2, 3, 4, 6, 7, 9, 10], [0, 1, 2, 3, 4, 5, 6, 7, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 10], [0, 1, 2, 3, 4, 5, 6, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 8, 9], [0, 1, 2, 3, 4, 6, 7, 8, 10], [0, 1, 2, 3, 4, 5, 7, 9, 10], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 12], [0, 1, 2, 3, 4, 5, 6, 7, 9], [0, 1, 2, 3, 4, 5, 6, 7, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 9], [0, 1, 2, 3, 4, 5, 6, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 9], [0, 1, 2, 3, 4, 5, 6, 8, 14], [0, 1, 2, 3, 4, 6, 7, 8, 11], [0, 1, 2, 3, 4, 5, 6, 7, 10], [0, 1, 2, 3, 4, 5, 6, 7, 13], [0, 1, 2, 3, 4, 5, 6, 7, 9], [0, 1, 2, 3, 4, 5, 7, 8, 18], [0, 1, 2, 3, 4, 6, 7, 9, 14], [0, 1, 2, 3, 5, 6, 11, 13, 14]]",sidecar,,0
gqa,visionzip_static_chunk@50,visionzip_static_chunk@50,0.5,chunk,n522733,202248985,Is the SUV that is made of glass black and small?,No No No No No No No No No No No No No No No No,"[""no""]",1.0,16,3.8416391471400857,214.28132487926632,79.05060693155974,357.6445010257885,48.149487003684044,405.8626990299672,281.2035040697083,687.0662030996755,622854144,1152,183,268.068864592351,0.0,18.0,37,0.4864864864864865,0.49437767094017093,"[0.5076923076923077, 0.49230769230769234, 0.49743589743589745, 0.49230769230769234, 0.49230769230769234, 0.49230769230769234, 0.49230769230769234, 0.49230769230769234, 0.49230769230769234, 0.49230769230769234, 0.49230769230769234, 0.49230769230769234, 0.49273504273504276, 0.49230769230769234, 0.49230769230769234, 0.49615384615384617, 0.49444444444444446, 0.4935897435897436, 0.4948717948717949, 0.4965811965811966, 0.4965811965811966, 0.4952991452991453, 0.49615384615384617, 0.49615384615384617, 0.49615384615384617, 0.49401709401709404, 0.4931623931623932, 0.4935897435897436, 0.4935897435897436, 0.49572649572649574, 0.4952991452991453, 0.4931623931623932]",0.0,576,603979776,18874368,182,1,622854144,32,0,0,static,"[[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 20], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 20], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 20], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 18, 19, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 24], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 22], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 25], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 19, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 18, 19, 20, 22], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 21, 30], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 19, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 32], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 18, 19, 20, 24], [0, 1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 23, 27]]",sidecar,,0
gqa,diverse_chunk@25,diverse_chunk@25,0.25,chunk,n522733,202248985,Is the SUV that is made of glass black and small?,Yes,"[""no""]",0.0,2,22.626726306043565,246.52224744204432,55.733521934598684,363.3911309298128,45.32775096595287,408.78879791125655,19.453397020697594,428.24219493195415,309854208,576,431,278.8710896857083,0.0,9.0,37,0.24324324324324326,0.24738247863247864,"[0.2341880341880342, 0.2341880341880342, 0.24615384615384617, 0.24358974358974358, 0.2564102564102564, 0.24188034188034188, 0.24273504273504273, 0.24316239316239316, 0.25427350427350426, 0.25555555555555554, 0.2405982905982906, 0.2482905982905983, 0.24743589743589745, 0.25769230769230766, 0.24487179487179486, 0.2465811965811966, 0.25854700854700857, 0.2452991452991453, 0.24786324786324787, 0.2602564102564103, 0.25811965811965815, 0.25854700854700857, 0.24700854700854702, 0.2452991452991453, 0.24700854700854702, 0.2452991452991453, 0.244017094017094, 0.24273504273504273, 0.24615384615384617, 0.2452991452991453, 0.244017094017094, 0.24316239316239316]",0.0,288,290979840,18874368,430,1,309854208,0,0,32,diverse_only,"[[0, 1, 2, 4, 6, 9, 14, 19, 36], [0, 1, 2, 8, 12, 13, 22, 35, 36], [1, 3, 8, 9, 19, 22, 31, 35, 36], [0, 3, 4, 5, 22, 26, 28, 32, 36], [0, 1, 5, 6, 18, 24, 29, 32, 35], [0, 2, 6, 15, 25, 27, 29, 32, 36], [0, 3, 4, 18, 21, 28, 31, 33, 36], [0, 10, 23, 26, 31, 32, 33, 34, 36], [0, 4, 8, 13, 27, 28, 30, 34, 35], [0, 4, 9, 27, 30, 32, 33, 34, 35], [0, 1, 12, 16, 26, 33, 34, 35, 36], [2, 9, 16, 25, 29, 31, 34, 35, 36], [0, 2, 11, 13, 16, 28, 29, 33, 36], [0, 1, 5, 12, 18, 23, 30, 31, 35], [1, 7, 10, 15, 20, 29, 30, 35, 36], [0, 3, 10, 11, 17, 27, 33, 34, 36], [0, 7, 8, 9, 16, 22, 30, 31, 35], [0, 4, 7, 9, 17, 18, 28, 33, 36], [0, 4, 12, 13, 22, 30, 33, 34, 36], [0, 1, 6, 22, 28, 29, 31, 32, 35], [0, 1, 8, 9, 10, 13, 30, 34, 35], [0, 8, 9, 14, 25, 27, 30, 34, 35], [0, 8, 11, 21, 24, 29, 31, 32, 36], [2, 3, 10, 17, 20, 29, 32, 35, 36], [0, 2, 7, 8, 19, 20, 21, 32, 36], [0, 6, 7, 18, 20, 28, 31, 35, 36], [0, 1, 4, 8, 9, 28, 32, 35, 36], [0, 1, 4, 8, 16, 26, 32, 33, 36], [0, 2, 3, 21, 28, 32, 34, 35, 36], [0, 2, 6, 19, 25, 27, 33, 35, 36], [0, 4, 18, 19, 28, 33, 34, 35, 36], [0, 1, 4, 25, 26, 28, 33, 34, 36]]",sidecar,,0
